Nama pembeli,Tanggal pembelian,Review,Column 4,ratings
roemah.akhtar,2023-06-21 20:35 | Variasi: Red,,"roemah.akhtar2023-06-21 20:35 | Variasi: RedTernyata orens warnanya, gonjreng bgtMembantu?Laporkan Penyalahgunaan",4
awanmei32,2022-11-03 08:20 | Variasi: Grey,,awanmei322022-11-03 08:20 | Variasi: Grey1Laporkan Penyalahgunaan,5
bzaretta,2022-10-17 11:32 | Variasi: Yellow,,bzaretta2022-10-17 11:32 | Variasi: YellowFitur Terbaik: bagus kerenSepadan dengan Harga: murah harganyaMembantu?Laporkan Penyalahgunaan,5
,2023-07-27 20:05 | Variasi: Pink,,a*****42023-07-27 20:05 | Variasi: PinkKualitas lumayan semoga awet dalam pemakaian yaa mantull .Membantu?Laporkan Penyalahgunaan,5
,2023-05-13 09:52 | Variasi: Grey,,g*****m2023-05-13 09:52 | Variasi: GreyFitur Terbaik: okSipMembantu?Laporkan Penyalahgunaan,5
devi.megga,2023-09-02 17:52 | Variasi: Blue,,devi.megga2023-09-02 17:52 | Variasi: BlueSemoga awetMembantu?Laporkan Penyalahgunaan,5
kezziaa07,2023-07-21 20:02 | Variasi: Pink,,kezziaa072023-07-21 20:02 | Variasi: Pinkcantik bgtttMembantu?Laporkan Penyalahgunaan,5
,2023-07-01 21:18 | Variasi: White,,b*****52023-07-01 21:18 | Variasi: Whitekelazzz bangrespon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Amazfit Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan,5
areislussy,2023-04-13 05:19 | Variasi: Red,,areislussy2023-04-13 05:19 | Variasi: RedBagus tapi besinya ada yg kepanjangann jadi gak bisa di kaitkan di bodiMembantu?Laporkan Penyalahgunaan,5
berykristanti,2023-05-26 09:36 | Variasi: Black,,berykristanti2023-05-26 09:36 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
arummandrawati,2023-05-12 16:42 | Variasi: Wine Red,,arummandrawati2023-05-12 16:42 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
aripin_rahman,2023-08-08 05:30 | Variasi: Blue,,aripin_rahman2023-08-08 05:30 | Variasi: BlueBagusMembantu?Laporkan Penyalahgunaan,5
andrisnj,2023-09-18 21:24 | Variasi: Wine Red,,andrisnj2023-09-18 21:24 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
dila_aqhamshop717,2023-03-01 15:32 | Variasi: White,,dila_aqhamshop7172023-03-01 15:32 | Variasi: WhiteLumayan sesuai hargaMembantu?Laporkan Penyalahgunaan,5
afifahfariany2995,2023-09-13 05:26 | Variasi: Dark Blue,,afifahfariany29952023-09-13 05:26 | Variasi: Dark BlueMembantu?Laporkan Penyalahgunaan,5
bzaretta,2023-07-20 07:28 | Variasi: White,,bzaretta2023-07-20 07:28 | Variasi: WhiteSepadan dengan Harga: iyaFitur Terbaik: baikMembantu?Laporkan Penyalahgunaan,5
,2023-03-09 13:52 | Variasi: Black,,m*****i2023-03-09 13:52 | Variasi: BlackThank you.Membantu?Laporkan Penyalahgunaan,5
imamahmad22,2022-10-13 18:32 | Variasi: Grey,,imamahmad222022-10-13 18:32 | Variasi: GreyNice bagus bangetMembantu?Laporkan Penyalahgunaan,5
yubuda,2023-02-09 12:31 | Variasi: Dark Blue,,yubuda2023-02-09 12:31 | Variasi: Dark BlueFitur Terbaik: bagusBagusMembantu?Laporkan Penyalahgunaan,5
ayat.kyo,2022-11-28 20:11 | Variasi: Grey,,ayat.kyo2022-11-28 20:11 | Variasi: GreyMembantu?Laporkan Penyalahgunaan,5
muhammad_amsariyadi,2023-02-28 16:38 | Variasi: Dark Blue,,muhammad_amsariyadi2023-02-28 16:38 | Variasi: Dark BlueFitur Terbaik: mantapSepadan dengan Harga: sesuaiMembantu?Laporkan Penyalahgunaan,5
kenarinihaq1998,2022-10-13 11:29 | Variasi: Wine Red,,kenarinihaq19982022-10-13 11:29 | Variasi: Wine RedYuhuMembantu?Laporkan Penyalahgunaan,5
aldianoaulia,2022-12-19 11:40 | Variasi: Green,,aldianoaulia2022-12-19 11:40 | Variasi: GreenMembantu?Laporkan Penyalahgunaan,5
iqbalwardhana2,2023-02-25 18:18 | Variasi: Dark Blue,,iqbalwardhana22023-02-25 18:18 | Variasi: Dark BlueMembantu?Laporkan Penyalahgunaan,5
,2022-11-27 18:13 | Variasi: Grey,,i*****92022-11-27 18:13 | Variasi: GreyFitur Terbaik: GoodSepadan dengan Harga: YesMembantu?Laporkan Penyalahgunaan,5
o8vmxpq372,2022-11-27 16:06 | Variasi: Grey,,o8vmxpq3722022-11-27 16:06 | Variasi: GreyMembantu?Laporkan Penyalahgunaan,5
abhieabhie308,2023-01-24 07:41 | Variasi: Yellow,,abhieabhie3082023-01-24 07:41 | Variasi: YellowMembantu?Laporkan Penyalahgunaan,5
,2024-07-17 07:06 | Variasi: Wine Red,,y*****a2024-07-17 07:06 | Variasi: Wine RedWarna: bagusUkuran: sesuaiMembantu?Laporkan Penyalahgunaan,4
salmaalfirdaus,2023-09-10 14:46 | Variasi: Wine Red,,salmaalfirdaus2023-09-10 14:46 | Variasi: Wine RedAlhamdulillah..Membantu?Laporkan Penyalahgunaan,5
,2024-06-06 00:06 | Variasi: Wine Red,,w*****82024-06-06 00:06 | Variasi: Wine RedWarna: goodUkuran: pasKeaslian: goodMembantu?Laporkan Penyalahgunaan,5
gustianalfa,2023-03-03 08:06 | Variasi: Black,,"gustianalfa2023-03-03 08:06 | Variasi: BlackFitur Terbaik: juara,udah itu ajaMembantu?Laporkan Penyalahgunaan",5
dimas_dhimprut04,2023-04-15 09:48 | Variasi: Dark Blue,,dimas_dhimprut042023-04-15 09:48 | Variasi: Dark BlueSesuai hargaMembantu?Laporkan Penyalahgunaan,5
susansan84997,2023-02-22 16:39 | Variasi: Red,,susansan849972023-02-22 16:39 | Variasi: RedWarnanya cakep2... 🥰🥰Membantu?Laporkan Penyalahgunaan,5
abdhyway,2023-03-10 11:00 | Variasi: Dark Blue,,abdhyway2023-03-10 11:00 | Variasi: Dark BlueMantapMembantu?Laporkan Penyalahgunaan,5
amno19,2023-02-09 14:39 | Variasi: White,,amno192023-02-09 14:39 | Variasi: WhiteOkMembantu?Laporkan Penyalahgunaan,5
,2022-11-19 05:50 | Variasi: Dark Blue,,h*****u2022-11-19 05:50 | Variasi: Dark BluemntpMembantu?Laporkan Penyalahgunaan,5
lilikistifadah16,2022-09-24 16:17 | Variasi: White,,lilikistifadah162022-09-24 16:17 | Variasi: WhiteBagus semua semoga awetMembantu?Laporkan Penyalahgunaan,5
,2022-10-01 01:26 | Variasi: Wine Red,,u*****u2022-10-01 01:26 | Variasi: Wine RedOk sesuai deskripsiMembantu?Laporkan Penyalahgunaan,5
,2024-03-06 19:08 | Variasi: Black,,"e*****p2024-03-06 19:08 | Variasi: Blackpesanan sudah sampai dan diterima dengan baik, terima kasih… 0:06Membantu?Laporkan Penyalahgunaan",5
,2024-03-25 22:00 | Variasi: White,,c*****72024-03-25 22:00 | Variasi: WhiteSepadan dengan Harga: lumayanFitur Terbaik: bagusLumayan lah ya pengemasan cepat dan barang sesuai 0:06Membantu?Laporkan Penyalahgunaan,5
,2024-04-28 05:56 | Variasi: White,,"l*****a2024-04-28 05:56 | Variasi: WhiteSepadan dengan Harga: iyaFitur Terbaik: strap karetbagus, belom aku pasang belum sempat kalau pasang sendiri gabisa jadi mesti ke toko jam terima kasih min. 0:07Membantu?Laporkan Penyalahgunaan",5
wiwiknur3003,2023-11-16 21:14 | Variasi: Black,,"wiwiknur30032023-11-16 21:14 | Variasi: BlackLangsung pesan 2, bagus sih klo yg hitam sdh cocok tp yg warna merah kok jadinya orange? 😭😭😭😭 0:04Membantu?Laporkan Penyalahgunaan",3
astriyunan,2023-11-05 21:38 | Variasi: White,,"astriyunan2023-11-05 21:38 | Variasi: WhiteSepadan dengan Harga: murah meriah bangetFitur Terbaik: cakep dipakenyaTahan lama, gak gampang robek 0:04Membantu?Laporkan Penyalahgunaan",5
,2023-11-02 01:16 | Variasi: Red,,"m*****l2023-11-02 01:16 | Variasi: RedSepadan dengan Harga: Harga masuk akalFitur Terbaik: Bahan silikon lembut 👍Produck sesuai dengan diskripsi, karet silikon lembut dan halus, warna produck solid bagus, pengiriman cepat 0:20respon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Blackshark Wearable Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan",5
,2023-09-15 20:27 | Variasi: Black,,"a*****02023-09-15 20:27 | Variasi: BlackSepadan dengan Harga: sepadanFitur Terbaik: karetnya kuatsaya menunggu berhari hari sampai stocknya ready, bahannya kuat, warnanya tegas, kudu sabar nunggu warna hitam ready 0:15Membantu?Laporkan Penyalahgunaan",5
dapurmamayin,2022-10-07 11:49 | Variasi: Wine Red,,dapurmamayin2022-10-07 11:49 | Variasi: Wine RedFitur Terbaik: bagusSepadan dengan Harga: okPesen warna Dateng na unggu tua1Laporkan Penyalahgunaan,5
,2023-06-16 07:48 | Variasi: Red,,"i*****82023-06-16 07:48 | Variasi: RedFitur Terbaik: ganti2 strapSepadan dengan Harga: yaBarang cepet sampe packing rapi produk original, seller komunikatif.. thank you 0:04respon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Amazfit Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan",5
yanuaryektiningsih,2023-09-11 20:46 | Variasi: Wine Red,,"yanuaryektiningsih2023-09-11 20:46 | Variasi: Wine RedFitur Terbaik: bahannya lenturSepadan dengan Harga: hampir sama dengan strap bawaanterlihat serupa dengan fitur strap bawaan,walaupun tipe jamnya beda dengan yang di rumah,semoga co2k dan awet 0:07Membantu?Laporkan Penyalahgunaan",5
dwandrianiw,2023-05-17 15:10 | Variasi: Wine Red,,"dwandrianiw2023-05-17 15:10 | Variasi: Wine RedAlhamdulillah packing aman, warnanya gelap, mayanlahh buat ganti2 strap amazfit bip 0:04Membantu?Laporkan Penyalahgunaan",5
widhydp,2023-02-19 20:44 | Variasi: Dark Blue,,"widhydp2023-02-19 20:44 | Variasi: Dark Bluebagusssss !!!!
hanya pengirimannya setdah lama banget hpir 5 hari kefja 😂😂😂😂 0:06Membantu?Laporkan Penyalahgunaan",5
ajatsdrjd,2023-09-16 18:25 | Variasi: Wine Red,,ajatsdrjd2023-09-16 18:25 | Variasi: Wine RedSepadan dengan Harga: goodFitur Terbaik: terbaikSeperti ori 0:04Membantu?Laporkan Penyalahgunaan,5
,2023-04-07 15:41 | Variasi: Green,,d*****62023-04-07 15:41 | Variasi: GreenFitur Terbaik: recommendedSepadan dengan Harga: kualitasbagus sangat.Membantu?Laporkan Penyalahgunaan,5
lkimihakim,2022-11-12 19:07 | Variasi: Grey,,lkimihakim2022-11-12 19:07 | Variasi: GreySippp bahannya bagusMembantu?Laporkan Penyalahgunaan,5
adityabidin85,2022-11-26 15:26 | Variasi: Wine Red,,adityabidin852022-11-26 15:26 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,4
adhika_ali,2022-09-29 17:37 | Variasi: Yellow,,"adhika_ali2022-09-29 17:37 | Variasi: Yellowrespon penjual:Hallo kak Adhika, boleh di informasikan kendala apa yang sedang kakak alami saat ini sehingga kakak memberikan Rating rendah? Kami akan sangat senang membantu memecahkan kendala nya ya kak. Silakan chat CS kami melalui Live Chat agar kendala bisa segera di follow up. Kami tunggu konfirmasinya ya kak. Terima kasih :)Membantu?Laporkan Penyalahgunaan",1
fawazt112799,2023-04-07 14:02 | Variasi: Red,,fawazt1127992023-04-07 14:02 | Variasi: RedBarang ok. Pengiriman lebih lama dari biasanya.Membantu?Laporkan Penyalahgunaan,5
novigalang,2024-03-06 22:53 | Variasi: Black,,novigalang2024-03-06 22:53 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
rafikadianp,2024-04-03 04:39 | Variasi: Black,,rafikadianp2024-04-03 04:39 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
diant1983,2024-04-07 04:29 | Variasi: Black,,diant19832024-04-07 04:29 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
lia_uf,2024-01-29 20:18 | Variasi: Blue,,lia_uf2024-01-29 20:18 | Variasi: BlueMembantu?Laporkan Penyalahgunaan,5
jayastin_,2024-02-11 06:04 | Variasi: Black,,jayastin_2024-02-11 06:04 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
nadiaatsy,2024-02-18 17:34 | Variasi: Black,,nadiaatsy2024-02-18 17:34 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
winola30,2024-06-25 07:53 | Variasi: White,,winola302024-06-25 07:53 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
intanihsanul,2024-09-04 20:10 | Variasi: White,,intanihsanul2024-09-04 20:10 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
fauzi_2610,2024-09-30 11:28 | Variasi: White,,fauzi_26102024-09-30 11:28 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
hastikadewi,2024-01-27 15:04 | Variasi: Black,,hastikadewi2024-01-27 15:04 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
sondangmagdalena,2024-02-17 20:25 | Variasi: Green,,sondangmagdalena2024-02-17 20:25 | Variasi: GreenMembantu?Laporkan Penyalahgunaan,5
inuelektro,2024-10-24 12:22 | Variasi: Blue,,inuelektro2024-10-24 12:22 | Variasi: BlueMembantu?Laporkan Penyalahgunaan,5
hanbeautycaree,2024-02-08 20:57 | Variasi: Wine Red,,hanbeautycaree2024-02-08 20:57 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
,2024-10-08 12:12 | Variasi: Wine Red,,f*****r2024-10-08 12:12 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
,2024-03-07 00:24 | Variasi: Wine Red,,n*****a2024-03-07 00:24 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
resadwi,2024-05-18 17:00 | Variasi: Wine Red,,resadwi2024-05-18 17:00 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
yulianrumdi,2024-02-11 12:19 | Variasi: Blue,,yulianrumdi2024-02-11 12:19 | Variasi: BlueMembantu?Laporkan Penyalahgunaan,4
odelonge,2024-06-25 21:38 | Variasi: Blue,,odelonge2024-06-25 21:38 | Variasi: BlueMembantu?Laporkan Penyalahgunaan,5
odelonge,2024-07-13 22:47 | Variasi: Wine Red,,odelonge2024-07-13 22:47 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
cici.a,2024-02-25 21:23 | Variasi: Red,,cici.a2024-02-25 21:23 | Variasi: RedMembantu?Laporkan Penyalahgunaan,4
mariand72,2024-01-15 22:45 | Variasi: Wine Red,,mariand722024-01-15 22:45 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
hasriainun28,2023-12-31 19:53 | Variasi: Black,,hasriainun282023-12-31 19:53 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
putra_cahngawi,2024-06-07 11:15 | Variasi: White,,putra_cahngawi2024-06-07 11:15 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
anamrowi,2024-04-22 11:43 | Variasi: Black,,anamrowi2024-04-22 11:43 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
hansenchristian95,2024-01-03 16:51 | Variasi: Black,,hansenchristian952024-01-03 16:51 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
reyttha,2024-02-22 14:33 | Variasi: Black,,reyttha2024-02-22 14:33 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
rian.septi,2024-02-11 06:11 | Variasi: Red,,rian.septi2024-02-11 06:11 | Variasi: RedMembantu?Laporkan Penyalahgunaan,4
hamid240,2024-04-30 16:35 | Variasi: Black,,hamid2402024-04-30 16:35 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
,2024-10-08 20:12 | Variasi: Wine Red,,n*****g2024-10-08 20:12 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
tutiitatituu,2024-01-07 23:16 | Variasi: White,,tutiitatituu2024-01-07 23:16 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
budiekoprastiawan,2024-02-29 23:55 | Variasi: Blue,,budiekoprastiawan2024-02-29 23:55 | Variasi: BlueMembantu?Laporkan Penyalahgunaan,5
,2024-03-01 06:01 | Variasi: Black,,s*****22024-03-01 06:01 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
andremarolopsinaga,2024-02-04 08:00 | Variasi: White,,andremarolopsinaga2024-02-04 08:00 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
gendhis0617,2024-02-15 05:55 | Variasi: White,,gendhis06172024-02-15 05:55 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
bektiadi87,2024-08-23 05:53 | Variasi: Blue,,bektiadi872024-08-23 05:53 | Variasi: BlueMembantu?Laporkan Penyalahgunaan,5
dkhsol6qtu,2024-01-06 18:42 | Variasi: Wine Red,,dkhsol6qtu2024-01-06 18:42 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,4
wisnujabongtea,2024-03-06 17:57 | Variasi: White,,wisnujabongtea2024-03-06 17:57 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,4
,2024-01-31 22:30 | Variasi: Black,,y*****n2024-01-31 22:30 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
anggi.zulfahmi,2024-05-12 22:54 | Variasi: Wine Red,,anggi.zulfahmi2024-05-12 22:54 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,1
sule.bri,2023-12-27 20:41 | Variasi: Green,,sule.bri2023-12-27 20:41 | Variasi: GreenMembantu?Laporkan Penyalahgunaan,4
hendriansyahu99,2023-12-26 18:42 | Variasi: Blue,,hendriansyahu992023-12-26 18:42 | Variasi: BlueMembantu?Laporkan Penyalahgunaan,5
emanuelelanghandra,2023-12-25 16:17 | Variasi: Blue,,emanuelelanghandra2023-12-25 16:17 | Variasi: BlueMembantu?Laporkan Penyalahgunaan,5
yudi_0501,2023-12-22 21:06 | Variasi: Green,,yudi_05012023-12-22 21:06 | Variasi: GreenMembantu?Laporkan Penyalahgunaan,5
h.akbar12,2023-12-23 09:54 | Variasi: Black,,h.akbar122023-12-23 09:54 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
edios,2023-12-17 20:48 | Variasi: Black,,edios2023-12-17 20:48 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,4
ummuabdillahika,2023-12-13 21:58 | Variasi: Black,,ummuabdillahika2023-12-13 21:58 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
meivitadewi35,2023-12-10 21:19 | Variasi: Black,,meivitadewi352023-12-10 21:19 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
anandaseptyaningputri,2023-12-08 18:31 | Variasi: Black,,anandaseptyaningputri2023-12-08 18:31 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
,2023-11-27 15:20 | Variasi: Green,,d*****o2023-11-27 15:20 | Variasi: GreenMembantu?Laporkan Penyalahgunaan,5
cintyanatalia22,2023-11-28 18:03 | Variasi: Wine Red,,cintyanatalia222023-11-28 18:03 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
muhammadalbatawie,2023-11-22 16:35 | Variasi: Black,,muhammadalbatawie2023-11-22 16:35 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
rahmat_saputra108,2023-11-18 12:49 | Variasi: Wine Red,,rahmat_saputra1082023-11-18 12:49 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,4
,2023-11-16 16:21 | Variasi: Black,,n*****a2023-11-16 16:21 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
,2023-11-14 20:58 | Variasi: White,,a*****t2023-11-14 20:58 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
ardianrinalsi,2023-11-13 13:22 | Variasi: Wine Red,,ardianrinalsi2023-11-13 13:22 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
nayy2023,2023-11-13 14:50 | Variasi: White,,nayy20232023-11-13 14:50 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
anotherted99,2023-11-11 01:12 | Variasi: Black,,anotherted992023-11-11 01:12 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
,2023-11-02 22:15 | Variasi: Wine Red,,e*****i2023-11-02 22:15 | Variasi: Wine Redrespon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Blackshark Wearable Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan,5
indaindi,2023-11-02 20:33 | Variasi: Wine Red,,indaindi2023-11-02 20:33 | Variasi: Wine Redrespon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Blackshark Wearable Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan,5
dimashaqqi,2023-10-31 19:09 | Variasi: Black,,dimashaqqi2023-10-31 19:09 | Variasi: Blackrespon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Blackshark Wearable Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan,5
orinsimamora,2023-10-26 08:35 | Variasi: Black,,orinsimamora2023-10-26 08:35 | Variasi: Blackrespon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Blackshark Wearable Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan,5
winawidiawatiwina12,2023-10-26 22:47 | Variasi: Wine Red,,winawidiawatiwina122023-10-26 22:47 | Variasi: Wine Redrespon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Blackshark Wearable Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan,5
semabdullah,2023-10-22 12:38 | Variasi: Wine Red,,semabdullah2023-10-22 12:38 | Variasi: Wine Redrespon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Blackshark Wearable Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan,5
,2023-10-23 19:44 | Variasi: Red,,n*****n2023-10-23 19:44 | Variasi: Redrespon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Blackshark Wearable Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan,5
dwimayanda,2023-10-17 20:09 | Variasi: Blue,,dwimayanda2023-10-17 20:09 | Variasi: Bluerespon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Blackshark Wearable Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan,5
jami_8,2023-10-19 22:22 | Variasi: Red,,jami_82023-10-19 22:22 | Variasi: Redrespon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Blackshark Wearable Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan,5
_anggressalsa,2023-10-19 18:32 | Variasi: Wine Red,,_anggressalsa2023-10-19 18:32 | Variasi: Wine Redrespon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Blackshark Wearable Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan,5
audy_deetha,2023-10-09 09:06 | Variasi: White,,audy_deetha2023-10-09 09:06 | Variasi: Whiterespon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Blackshark Wearable Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan,5
claudio_ardiles,2023-10-17 15:25 | Variasi: Wine Red,,claudio_ardiles2023-10-17 15:25 | Variasi: Wine Redrespon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Blackshark Wearable Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan,5
,2023-10-16 01:58 | Variasi: Wine Red,,p*****o2023-10-16 01:58 | Variasi: Wine Redrespon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Blackshark Wearable Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan,5
adeprasetyasaputra,2023-10-14 04:53 | Variasi: Wine Red,,adeprasetyasaputra2023-10-14 04:53 | Variasi: Wine Redrespon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Blackshark Wearable Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan,5
,2023-09-29 21:28 | Variasi: Blue,,e*****i2023-09-29 21:28 | Variasi: Bluerespon penjual:Hi Kak. Terima kasih sudah berbelanja di toko kami dan dan meluangkan waktunya untuk memberikan rating positif ya Kak. Really appreciate it! Jangan lupa untuk follow Blackshark Wearable Official Store agar nantinya kakak mendapatkan informasi terbaru dari toko kami. We’re lucky to have you as our great customer. Thank you again Kak :)Membantu?Laporkan Penyalahgunaan,5
bosspreman,2023-09-25 17:23 | Variasi: Green,,bosspreman2023-09-25 17:23 | Variasi: GreenMembantu?Laporkan Penyalahgunaan,5
